family_letter,family_code,family_label,family_production_enabled,observation_raw_key,observation_label,observation_short_label,disposition,source,definition,boolean_question,yes_meaning,yes_label,yes_message,no_meaning,no_message,plain_language_copy,mapped_messages,notes
I,thread_topology,How the thread is shaped,false,introduces_sub_axis,Sub-axis opened,Sub-axis,future_source,ai_classifier,A sub-axis was opened.,Does this move open a sub-axis within the parent's topic — a more specific dimension of the same dispute?,"The move identifies a more specific dimension of the parent's topic and opens it as a sub-axis: parent is ""library funding""; move opens ""library STAFFING funding specifically"" as a sub-axis.",Sub-axis opened,(none),The move introduces a wholly new topic (introduces_new_issue) or stays on the parent's topic without sub-dividing.,not observed / did not fire,(none),Sub-axis opened; Sub-axis; A sub-axis was opened.,held-out family (production-disabled); future-source (not rendered in v1)
I,thread_topology,How the thread is shaped,false,splits_thread,Splits thread,Splits,future_source,auto_metadata,This move creates a sibling branch under the same parent.,"Does this move's parent already have other children, making this move a sibling that splits the thread?","The parent of this move has ≥2 children (this move is one of them), creating a branching point. Decision 7 outcome: deterministically derivable from argument tree structure.",Splits thread,(none),"The parent has only one child (this move) at the time of posting. The move is a linear continuation, not a thread split.",not observed / did not fire,(none),Splits thread; Splits; This move creates a sibling branch under the same parent.,held-out family (production-disabled); future-source (not rendered in v1)
I,thread_topology,How the thread is shaped,false,merges_thread,Merges thread,Merges,future_source,auto_metadata,This move merges two prior threads by referencing both.,Does this move reference an ancestor node from a different branch and explicitly connect it back to the current branch?,"The move references an ancestor in a different branch via cross-reference, creating a thread-merge pattern. Deterministically detectable from tree + reference structure.",Merges thread,(none),"The move stays within a single linear branch, or references only immediate parent / siblings, or introduces a new topic.",not observed / did not fire,(none),Merges thread; Merges; This move merges two prior threads by referencing both.,held-out family (production-disabled); future-source (not rendered in v1)
I,thread_topology,How the thread is shaped,false,references_sibling_node,References sibling,Sibling ref,future_source,auto_metadata,This move references a sibling node in the argument tree.,Does this move reference a sibling node (another child of the same parent) in the argument tree?,The move includes a structural reference to a sibling — a node at the same depth under the same parent. Deterministic from tree + reference structure.,References sibling,(none),"The move references only its own parent / ancestor / descendants, or no other nodes.",not observed / did not fire,(none),References sibling; Sibling ref; This move references a sibling node in the argument tree.,held-out family (production-disabled); future-source (not rendered in v1)
I,thread_topology,How the thread is shaped,false,references_ancestor_node,References ancestor,Ancestor ref,future_source,auto_metadata,This move references an ancestor node beyond the immediate parent.,Does this move reference an ancestor node (beyond the immediate parent) in the argument tree?,The move includes a structural reference to a grandparent or higher ancestor. Deterministic from tree + reference structure.,References ancestor,(none),"The move references only its own parent or siblings, or no other nodes.",not observed / did not fire,(none),References ancestor; Ancestor ref; This move references an ancestor node beyond the immediate parent.,held-out family (production-disabled); future-source (not rendered in v1)
I,thread_topology,How the thread is shaped,false,returns_to_prior_issue,Returns to prior issue,Returns,future_source,ai_classifier,This move returns to a previously-discussed issue.,Does this move return to an issue that was raised earlier in the conversation and then set aside?,"The move re-engages with a topic discussed in an earlier cluster that had moved on. Requires semantic-equivalence judgment to determine the issue is the ""same"" as the prior one (Decision 7: ai_classifier).",Returns to prior issue,(none),"The move introduces a wholly new issue (introduces_new_issue), or extends the current cluster, or makes a fresh claim unrelated to prior issues.",not observed / did not fire,(none),Returns to prior issue; Returns; This move returns to a previously-discussed issue.,held-out family (production-disabled); future-source (not rendered in v1)
I,thread_topology,How the thread is shaped,false,references_external_context,References external context,External,future_source,ai_classifier,"This move references external context (URL, quote, event outside the room).","Does this move reference external context — a URL, document, event, or other content not previously in the room?","The move brings in content from outside the room: a URL, a quoted document, a current event, a referenced paper. Requires content classification (Decision 7: ai_classifier).",References external context,(none),"The move references only in-room content (parent, ancestor, sibling, prior agreement) or makes a claim without external reference.",not observed / did not fire,(none),"References external context; External; This move references external context (URL, quote, event outside the room).",held-out family (production-disabled); future-source (not rendered in v1)
I,thread_topology,How the thread is shaped,false,compares_options,Compares options,Compares,future_source,ai_classifier,This move compares two or more options.,Does this move compare two or more options and weigh them against each other?,"The move explicitly compares options on stated criteria: ""X gives us A but costs B; Y gives us A' but costs B'; on balance X wins because..."". Requires content classification of the comparison structure (Decision 7: ai_classifier).",Compares options,(none),"The move advances one option without comparing, disputes a single option, or uses cost-benefit reasoning on a single option.",not observed / did not fire,(none),Compares options; Compares; This move compares two or more options.,held-out family (production-disabled); future-source (not rendered in v1)
J,sensitive_composer,Composer-only notes,false,shifts_to_person_or_intent,Person or intent shift,Pers shift,composer_only,semantic_referee,The move shifts focus from the claim to the person or intent.,"Does this move shift focus from the parent's claim to the parent's poster (their identity, motive, character, or intent) rather than addressing the substantive claim?","The move's primary content is about the parent's poster — their motives, their character, their identity-group membership, their intentions — rather than the substantive claim the parent made.",Person or intent shift,(none),"The move addresses the substantive claim. The move may critique the claim's evidence, scope, definitions, or reasoning — none of those are person-shifts. A move that ALSO mentions a person in service of a claim-based point is not a person-shift.",not observed / did not fire,(none),Person or intent shift; Pers shift; The move shifts focus from the claim to the person or intent.,§10a-sensitive; held-out family (production-disabled); composer-only
J,sensitive_composer,Composer-only notes,false,contains_unplayable_insult_only,No playable claim,No claim,composer_only,semantic_referee,No playable claim is included — only an insult.,"Does this move consist ONLY of an insult or putdown, with no playable claim attached that another participant could engage with?","The move contains an insult or putdown directed at another participant or at a group, and contains NO substantive claim that another participant could respond to. The body has zero claim-content (no proposition, no question, no quote-with-engagement).",No playable claim,(none),"The move contains a substantive claim, question, quote, or reasoning — even if framed sharply or critically. Strong language alongside a substantive claim is NOT this rawKey; sharp tone on a real claim is still playable.",not observed / did not fire,(none),No playable claim; No claim; No playable claim is included — only an insult.,§10a-sensitive; held-out family (production-disabled); composer-only
J,sensitive_composer,Composer-only notes,false,needs_pre_send_pause,Pause suggested,Pause,composer_only,semantic_referee,A pause before sending is suggested.,"Would this move benefit from a brief pause before sending, based on signals that the move is reactive, escalatory, or written under high emotional load?","The move shows reactive / escalatory features: ALL CAPS bursts, repeated punctuation patterns, name-calling tendencies, replies that respond purely to tone rather than content, or replies that immediately follow a sharp parent move within a short reply window.",Pause suggested,(none),"The move shows reflective features: cites parent specifics, addresses substantive points, uses qualifying language where appropriate, or is the product of multiple drafts. Calm replies do not need pause; reflective replies do not need pause.",not observed / did not fire,(none),Pause suggested; Pause; A pause before sending is suggested.,§10a-sensitive; held-out family (production-disabled); composer-only
J,sensitive_composer,Composer-only notes,false,uses_popularity_as_evidence,Popularity used as support,Pop-evidence,inspect_only,semantic_referee,Popularity is used as support for the claim. Popularity is not proof.,"Does this move offer popularity, virality, view count, follower count, or engagement metrics as SUPPORT for a substantive claim?","The move treats popularity signals (likes, retweets, view count, follower count, 'everyone says', 'trending') as if they grant the claim factual standing. The move offers no other support beyond the popularity signal.",Popularity used as support,(none),"The move offers a claim with actual evidence (citation, source, quote, data) — even if popularity is mentioned as a side observation. A move that says 'this argument is widespread AND also supported by [citation]' is NOT this rawKey.",not observed / did not fire,(none),Popularity used as support; Pop-evidence; Popularity is used as support for the claim. Popularity is not proof.,§10a-sensitive; held-out family (production-disabled); inspect-only
J,sensitive_composer,Composer-only notes,false,uses_satire_as_evidence,Satire used as support,Satire,inspect_only,semantic_referee,Satire is used as support for the claim.,"Does this move cite a satire piece, parody article, or comedy bit as if it were factual support for a substantive claim?","The move references a satire source (The Onion, Reductress, Babylon Bee, comedy sketch, parody account) as evidence for a non-satirical claim. The move treats the satire as if it documented a real event or fact.",Satire used as support,(none),"The move references satire AS satire (acknowledging the comedic frame), OR references actual journalism / studies / primary sources, OR references satire to make a point ABOUT satire (e.g., analyzing what the satire mocks).",not observed / did not fire,(none),Satire used as support; Satire; Satire is used as support for the claim.,§10a-sensitive; held-out family (production-disabled); inspect-only
