mapping_id,generated_at,family_key,family_label,family_status,rule_kind,aggregation_family,cross_family_context,required_true_flags,required_false_flags,logic_expression,schema_action,observation_code,label_short,label_neutral,label_supportive,label_technical,diagnostic_sentence,graham_dh_level,graham_dh_label,hitods_alignment,cognitive_epistemic_score_estimate,social_emotional_threat_score_estimate,expert_disagreement_dimension,expert_disagreement_type,walton_scheme_alignment,learning_signal,card_surface_visibility,timeline_surface_visibility,display_priority,confidence_weight,rationale,critical_question_prompt,safety_note,test_suggestion,implementation_notes
MBOM-01636,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_false_true,within_family,,preserves_face,summarizes_positions,preserves_face=yes AND summarizes_positions=no,fits_existing_or_planned_boolean_answers,resolution_progress.pair_false_true.1636,Preserves face without Summarizes positions,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1636,"When preserves_face=yes AND summarizes_positions=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,complexity or uncertainty,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: preserves face appears, but summarizes positions is absent.",Does this reply instantiate contradiction or weak denial under Resolution Progress because preserves_face=yes AND summarizes_positions=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_false_true.1636 fires only for preserves_face=yes AND summarizes_positions=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01637,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_true,within_family,,summarizes_positions|records_remaining_disagreement,,summarizes_positions=yes AND records_remaining_disagreement=yes,requires_sql_or_json_schema_extension,resolution_progress.pair_true_true.1637,Summarizes positions with Records remaining disagreement,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1637,"When summarizes_positions=yes AND records_remaining_disagreement=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,evolving evidence,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate contradiction or weak denial under Resolution Progress because summarizes_positions=yes AND records_remaining_disagreement=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_true.1637 fires only for summarizes_positions=yes AND records_remaining_disagreement=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01638,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_false,within_family,,summarizes_positions,records_remaining_disagreement,summarizes_positions=yes AND records_remaining_disagreement=no,requires_sql_or_json_schema_extension,resolution_progress.pair_true_false.1638,Summarizes positions without Records remaining disagreement,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1638,"When summarizes_positions=yes AND records_remaining_disagreement=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,risk tradeoff,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: summarizes positions appears, but records remaining disagreement is absent.",Does this reply instantiate contradiction or weak denial under Resolution Progress because summarizes_positions=yes AND records_remaining_disagreement=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_false.1638 fires only for summarizes_positions=yes AND records_remaining_disagreement=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01639,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_false_true,within_family,,records_remaining_disagreement,summarizes_positions,records_remaining_disagreement=yes AND summarizes_positions=no,requires_sql_or_json_schema_extension,resolution_progress.pair_false_true.1639,Records remaining disagreement without Summarizes positions,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1639,"When records_remaining_disagreement=yes AND summarizes_positions=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,contextual applicability,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: records remaining disagreement appears, but summarizes positions is absent.",Does this reply instantiate contradiction or weak denial under Resolution Progress because records_remaining_disagreement=yes AND summarizes_positions=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_false_true.1639 fires only for records_remaining_disagreement=yes AND summarizes_positions=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01640,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_true,within_family,,summarizes_positions|defines_next_evidence_needed,,summarizes_positions=yes AND defines_next_evidence_needed=yes,requires_sql_or_json_schema_extension,resolution_progress.pair_true_true.1640,Summarizes positions with Defines next evidence needed,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1640,"When summarizes_positions=yes AND defines_next_evidence_needed=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,evidence quality issue,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate contradiction or weak denial under Resolution Progress because summarizes_positions=yes AND defines_next_evidence_needed=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_true.1640 fires only for summarizes_positions=yes AND defines_next_evidence_needed=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01641,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_false,within_family,,summarizes_positions,defines_next_evidence_needed,summarizes_positions=yes AND defines_next_evidence_needed=no,requires_sql_or_json_schema_extension,resolution_progress.pair_true_false.1641,Summarizes positions without Defines next evidence needed,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1641,"When summarizes_positions=yes AND defines_next_evidence_needed=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,definition or scope mismatch,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: summarizes positions appears, but defines next evidence needed is absent.",Does this reply instantiate contradiction or weak denial under Resolution Progress because summarizes_positions=yes AND defines_next_evidence_needed=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_false.1641 fires only for summarizes_positions=yes AND defines_next_evidence_needed=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01642,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_false_true,within_family,,defines_next_evidence_needed,summarizes_positions,defines_next_evidence_needed=yes AND summarizes_positions=no,requires_sql_or_json_schema_extension,resolution_progress.pair_false_true.1642,Defines next evidence needed without Summarizes positions,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1642,"When defines_next_evidence_needed=yes AND summarizes_positions=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,method or measurement difference,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: defines next evidence needed appears, but summarizes positions is absent.",Does this reply instantiate contradiction or weak denial under Resolution Progress because defines_next_evidence_needed=yes AND summarizes_positions=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_false_true.1642 fires only for defines_next_evidence_needed=yes AND summarizes_positions=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01643,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_true,within_family,,summarizes_positions|separates_normative_from_empirical,,summarizes_positions=yes AND separates_normative_from_empirical=yes,requires_sql_or_json_schema_extension,resolution_progress.pair_true_true.1643,Summarizes positions with Separates normative from empirical dispute,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1643,"When summarizes_positions=yes AND separates_normative_from_empirical=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,contextual applicability,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate contradiction or weak denial under Resolution Progress because summarizes_positions=yes AND separates_normative_from_empirical=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_true.1643 fires only for summarizes_positions=yes AND separates_normative_from_empirical=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01644,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_false,within_family,,summarizes_positions,separates_normative_from_empirical,summarizes_positions=yes AND separates_normative_from_empirical=no,requires_sql_or_json_schema_extension,resolution_progress.pair_true_false.1644,Summarizes positions without Separates normative from empirical disput,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1644,"When summarizes_positions=yes AND separates_normative_from_empirical=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,complexity or uncertainty,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: summarizes positions appears, but separates normative from empirical dispute is absent.",Does this reply instantiate contradiction or weak denial under Resolution Progress because summarizes_positions=yes AND separates_normative_from_empirical=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_false.1644 fires only for summarizes_positions=yes AND separates_normative_from_empirical=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01645,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_false_true,within_family,,separates_normative_from_empirical,summarizes_positions,separates_normative_from_empirical=yes AND summarizes_positions=no,requires_sql_or_json_schema_extension,resolution_progress.pair_false_true.1645,Separates normative from empirical dispute without Summarizes position,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1645,"When separates_normative_from_empirical=yes AND summarizes_positions=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,evolving evidence,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: separates normative from empirical dispute appears, but summarizes positions is absent.",Does this reply instantiate contradiction or weak denial under Resolution Progress because separates_normative_from_empirical=yes AND summarizes_positions=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_false_true.1645 fires only for separates_normative_from_empirical=yes AND summarizes_positions=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01646,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_true,within_family,,proposes_test|concedes_point,,proposes_test=yes AND concedes_point=yes,fits_existing_or_planned_boolean_answers,resolution_progress.pair_true_true.1646,Proposes test or threshold with Concedes bounded point,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,resolution_progress::dh4::1646,"When proposes_test=yes AND concedes_point=yes, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,uncertainty_related,risk tradeoff,not_scheme_specific,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate counterargument under Resolution Progress because proposes_test=yes AND concedes_point=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_true.1646 fires only for proposes_test=yes AND concedes_point=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01647,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_false,within_family,,proposes_test,concedes_point,proposes_test=yes AND concedes_point=no,fits_existing_or_planned_boolean_answers,resolution_progress.pair_true_false.1647,Proposes test or threshold without Concedes bounded point,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,resolution_progress::dh4::1647,"When proposes_test=yes AND concedes_point=no, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,uncertainty_related,contextual applicability,not_scheme_specific,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,"This asymmetric pattern limits the interpretation: proposes test or threshold appears, but concedes bounded point is absent.",Does this reply instantiate counterargument under Resolution Progress because proposes_test=yes AND concedes_point=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_false.1647 fires only for proposes_test=yes AND concedes_point=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01648,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_false_true,within_family,,concedes_point,proposes_test,concedes_point=yes AND proposes_test=no,fits_existing_or_planned_boolean_answers,resolution_progress.pair_false_true.1648,Concedes bounded point without Proposes test or threshold,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,resolution_progress::dh4::1648,"When concedes_point=yes AND proposes_test=no, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,uncertainty_related,complexity or uncertainty,not_scheme_specific,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,"This asymmetric pattern limits the interpretation: concedes bounded point appears, but proposes test or threshold is absent.",Does this reply instantiate counterargument under Resolution Progress because concedes_point=yes AND proposes_test=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_false_true.1648 fires only for concedes_point=yes AND proposes_test=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01649,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_true,within_family,,proposes_test|reopens_settled_point,,proposes_test=yes AND reopens_settled_point=yes,fits_existing_or_planned_boolean_answers,resolution_progress.pair_true_true.1649,Proposes test or threshold with Reopens settled point,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,resolution_progress::dh4::1649,"When proposes_test=yes AND reopens_settled_point=yes, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,uncertainty_related,evolving evidence,not_scheme_specific,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate counterargument under Resolution Progress because proposes_test=yes AND reopens_settled_point=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_true.1649 fires only for proposes_test=yes AND reopens_settled_point=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01650,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_false,within_family,,proposes_test,reopens_settled_point,proposes_test=yes AND reopens_settled_point=no,fits_existing_or_planned_boolean_answers,resolution_progress.pair_true_false.1650,Proposes test or threshold without Reopens settled point,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,resolution_progress::dh4::1650,"When proposes_test=yes AND reopens_settled_point=no, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,uncertainty_related,risk tradeoff,not_scheme_specific,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,"This asymmetric pattern limits the interpretation: proposes test or threshold appears, but reopens settled point is absent.",Does this reply instantiate counterargument under Resolution Progress because proposes_test=yes AND reopens_settled_point=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_false.1650 fires only for proposes_test=yes AND reopens_settled_point=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01651,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_false_true,within_family,,reopens_settled_point,proposes_test,reopens_settled_point=yes AND proposes_test=no,fits_existing_or_planned_boolean_answers,resolution_progress.pair_false_true.1651,Reopens settled point without Proposes test or threshold,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1651,"When reopens_settled_point=yes AND proposes_test=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,contextual applicability,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: reopens settled point appears, but proposes test or threshold is absent.",Does this reply instantiate contradiction or weak denial under Resolution Progress because reopens_settled_point=yes AND proposes_test=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_false_true.1651 fires only for reopens_settled_point=yes AND proposes_test=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01652,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_true,within_family,,proposes_test|moves_to_meta_dispute,,proposes_test=yes AND moves_to_meta_dispute=yes,fits_existing_or_planned_boolean_answers,resolution_progress.pair_true_true.1652,Proposes test or threshold with Moves to meta-dispute,Tone/meta-dispute pattern,This reply may focus on tone or framing more than the claim itself.,resolution_progress::dh2::1652,"When proposes_test=yes AND moves_to_meta_dispute=yes, show: This reply may focus on tone or framing more than the claim itself.",DH2,Responding to tone or meta-dispute,HiTODS orange / low argument contribution,1,3,uncertainty_related,complexity or uncertainty,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,111,0.57,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate responding to tone or meta-dispute under Resolution Progress because proposes_test=yes AND moves_to_meta_dispute=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_true.1652 fires only for proposes_test=yes AND moves_to_meta_dispute=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01653,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_false,within_family,,proposes_test,moves_to_meta_dispute,proposes_test=yes AND moves_to_meta_dispute=no,fits_existing_or_planned_boolean_answers,resolution_progress.pair_true_false.1653,Proposes test or threshold without Moves to meta-dispute,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,resolution_progress::dh4::1653,"When proposes_test=yes AND moves_to_meta_dispute=no, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,uncertainty_related,evolving evidence,not_scheme_specific,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,"This asymmetric pattern limits the interpretation: proposes test or threshold appears, but moves to meta-dispute is absent.",Does this reply instantiate counterargument under Resolution Progress because proposes_test=yes AND moves_to_meta_dispute=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_false.1653 fires only for proposes_test=yes AND moves_to_meta_dispute=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01654,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_false_true,within_family,,moves_to_meta_dispute,proposes_test,moves_to_meta_dispute=yes AND proposes_test=no,fits_existing_or_planned_boolean_answers,resolution_progress.pair_false_true.1654,Moves to meta-dispute without Proposes test or threshold,Tone/meta-dispute pattern,This reply may focus on tone or framing more than the claim itself.,resolution_progress::dh2::1654,"When moves_to_meta_dispute=yes AND proposes_test=no, show: This reply may focus on tone or framing more than the claim itself.",DH2,Responding to tone or meta-dispute,HiTODS orange / low argument contribution,1,3,uncertainty_related,risk tradeoff,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,111,0.57,"This asymmetric pattern limits the interpretation: moves to meta-dispute appears, but proposes test or threshold is absent.",Does this reply instantiate responding to tone or meta-dispute under Resolution Progress because moves_to_meta_dispute=yes AND proposes_test=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_false_true.1654 fires only for moves_to_meta_dispute=yes AND proposes_test=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01655,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_true,within_family,,proposes_test|preserves_face,,proposes_test=yes AND preserves_face=yes,fits_existing_or_planned_boolean_answers,resolution_progress.pair_true_true.1655,Proposes test or threshold with Preserves face,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,resolution_progress::dh4::1655,"When proposes_test=yes AND preserves_face=yes, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,uncertainty_related,contextual applicability,not_scheme_specific,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate counterargument under Resolution Progress because proposes_test=yes AND preserves_face=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_true.1655 fires only for proposes_test=yes AND preserves_face=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01656,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_false,within_family,,proposes_test,preserves_face,proposes_test=yes AND preserves_face=no,fits_existing_or_planned_boolean_answers,resolution_progress.pair_true_false.1656,Proposes test or threshold without Preserves face,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,resolution_progress::dh4::1656,"When proposes_test=yes AND preserves_face=no, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,uncertainty_related,complexity or uncertainty,not_scheme_specific,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,"This asymmetric pattern limits the interpretation: proposes test or threshold appears, but preserves face is absent.",Does this reply instantiate counterargument under Resolution Progress because proposes_test=yes AND preserves_face=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_false.1656 fires only for proposes_test=yes AND preserves_face=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01657,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_false_true,within_family,,preserves_face,proposes_test,preserves_face=yes AND proposes_test=no,fits_existing_or_planned_boolean_answers,resolution_progress.pair_false_true.1657,Preserves face without Proposes test or threshold,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,resolution_progress::dh3::1657,"When preserves_face=yes AND proposes_test=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,evolving evidence,not_scheme_specific,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: preserves face appears, but proposes test or threshold is absent.",Does this reply instantiate contradiction or weak denial under Resolution Progress because preserves_face=yes AND proposes_test=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_false_true.1657 fires only for preserves_face=yes AND proposes_test=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01658,2026-06-07T01:38:09Z,resolution_progress,Resolution Progress,production_enabled_existing_family,pair_true_true,within_family,,proposes_test|records_remaining_disagreement,,proposes_test=yes AND records_remaining_disagreement=yes,requires_sql_or_json_schema_extension,resolution_progress.pair_true_true.1658,Proposes test or threshold with Records remaining disagreement,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,resolution_progress::dh4::1658,"When proposes_test=yes AND records_remaining_disagreement=yes, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,uncertainty_related,risk tradeoff,not_scheme_specific,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate counterargument under Resolution Progress because proposes_test=yes AND records_remaining_disagreement=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert resolution_progress.pair_true_true.1658 fires only for proposes_test=yes AND records_remaining_disagreement=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
